num_of_points,area
873600,0.944899
874100,0.944499
874600,0.944558
875100,0.944663
875600,0.945015
876100,0.944233
876600,0.944851
877100,0.944861
877600,0.943932
878100,0.945348
878600,0.943585
879100,0.944463
879600,0.94402
880100,0.94439
880600,0.943923
881100,0.944737
881600,0.945083
882100,0.94403
882600,0.94504
883100,0.944995
883600,0.944098
884100,0.94521
884600,0.944315
885100,0.944633
885600,0.944954
886100,0.944158
886600,0.944692
887100,0.943738
887600,0.943598
888100,0.944423
888600,0.944107
889100,0.944795
889600,0.945079
890100,0.94405
890600,0.944026
891100,0.944679
891600,0.944688
892100,0.944303
892600,0.944237
893100,0.944123
893600,0.944195
894100,0.944974
894600,0.945084
895100,0.944866
895600,0.944526
896100,0.944423
896600,0.944567
897100,0.944825
897600,0.944595
898100,0.944243
898600,0.943324
899100,0.945757
899600,0.944548
900100,0.944814
900600,0.944222
901100,0.944863
901600,0.944002
902100,0.944525
902600,0.944628
903100,0.944661
903600,0.943619
904100,0.944409
904600,0.944824
905100,0.944371
905600,0.94396
906100,0.945688
906600,0.944926
907100,0.944393
907600,0.945171
908100,0.944082
908600,0.944985
909100,0.944559
909600,0.945296
910100,0.944573
910600,0.944204
911100,0.943856
911600,0.944755
912100,0.943929
912600,0.945268
913100,0.944788
913600,0.943829
914100,0.945502
914600,0.944597
915100,0.944531
915600,0.94473
916100,0.944749
916600,0.94432
917100,0.944349
917600,0.943904
918100,0.94367
918600,0.945216
919100,0.943889
919600,0.945206
920100,0.944119
920600,0.944161
921100,0.944963
921600,0.943925
922100,0.944959
922600,0.944828
923100,0.944325
923600,0.944122
924100,0.944472
924600,0.943888
925100,0.945487
925600,0.94387
926100,0.944208
926600,0.944733
927100,0.944471
927600,0.944843
928100,0.943739
928600,0.943773
929100,0.945092
929600,0.943905
930100,0.944532
930600,0.94483
931100,0.944991
931600,0.945156
932100,0.944809
932600,0.944891
933100,0.944784
933600,0.944227
934100,0.945282
934600,0.945041
935100,0.945237
935600,0.944216
936100,0.943699
936600,0.945309
937100,0.944675
937600,0.94377
938100,0.945623
938600,0.944965
939100,0.944041
939600,0.944693
940100,0.943708
940600,0.944373
941100,0.945245
941600,0.944179
942100,0.944293
942600,0.945335
943100,0.945551
943600,0.944843
944100,0.945877
944600,0.94441
945100,0.945454
945600,0.944679
946100,0.944863
946600,0.944837
947100,0.944759
947600,0.944654
948100,0.945186
948600,0.944906
949100,0.944272
949600,0.943842
950100,0.944799
950600,0.944287
951100,0.944631
951600,0.943828
952100,0.943936
952600,0.942711
953100,0.943324
953600,0.944075
954100,0.944066
954600,0.944765
955100,0.944387
955600,0.945181
956100,0.943949
956600,0.944307
957100,0.944529
957600,0.945564
958100,0.945255
958600,0.944526
959100,0.945041
959600,0.945149
960100,0.945618
960600,0.945686
961100,0.943773
961600,0.945504
962100,0.943215
962600,0.944585
963100,0.943744
963600,0.944801
964100,0.944833
964600,0.943948
965100,0.944734
965600,0.944287
966100,0.944386
966600,0.944721
967100,0.944144
967600,0.945803
968100,0.943913
968600,0.944226
969100,0.944197
969600,0.944284
970100,0.943752
970600,0.944145
971100,0.944962
971600,0.943279
972100,0.943622
972600,0.944809
973100,0.945207
973600,0.944861
974100,0.945257
974600,0.945272
975100,0.944243
975600,0.944756
976100,0.944847
976600,0.944815
977100,0.944859
977600,0.944591
978100,0.944267
978600,0.944628
979100,0.944925
979600,0.945062
980100,0.944337
980600,0.94317
981100,0.944436
981600,0.944057
982100,0.944704
982600,0.944473
983100,0.944758
983600,0.945534
984100,0.944687
984600,0.944023
985100,0.94422
985600,0.943542
986100,0.944629
986600,0.944923
987100,0.944666
987600,0.944073
988100,0.945169
988600,0.944708
989100,0.944686
989600,0.944686
990100,0.943742
990600,0.944968
991100,0.944278
991600,0.944615
992100,0.94449
992600,0.944135
993100,0.94504
993600,0.945479
994100,0.944711
994600,0.943564
995100,0.943503
995600,0.945731
996100,0.94424
996600,0.943527
997100,0.945078
997600,0.944707
998100,0.944866
998600,0.944511
999100,0.944634
999600,0.944749
